Implemented,Number of Impacted Resources,Azure Service / Well-Architected,Recommendation Source,Azure Service Category / Well-Architected Area,Azure Service / Well-Architected Topic,Category,Recommendation,Impact,Best Practices Guidance,Read More,Recommendation Id
N/A,0,Azure Service,APRL,Microsoft.Network,networkWatchers,MonitoringAndAlerting,Deploy Network Watcher in all regions where you have networking services,Low,"Azure Network Watcher offers tools for monitoring, diagnosing, viewing metrics, and managing logs for IaaS resources. It helps maintain the health of VMs, VNets, application gateways, load balancers, but not for PaaS or Web analytics.
",https://learn.microsoft.com/azure/network-watcher/network-watcher-overview,4e133bd0-8762-bc40-a95b-b29142427d73
N/A,0,Azure Service,APRL,Microsoft.Network,networkWatchers,MonitoringAndAlerting,Configure Network Watcher Connection monitor,Medium,"Improves monitoring for Azure and Hybrid connectivity
",https://learn.microsoft.com/azure/network-watcher/connection-monitor-overview,1e28bbc1-1eb7-486f-8d7f-93943f40219c
true,0,Azure Service,AZQR,Microsoft.Cache,Redis,Security,Redis should enforce TLS >= 1.2,Low,Redis should enforce TLS >= 1.2,https://learn.microsoft.com/azure/azure-cache-for-redis/cache-remove-tls-10-11,redis-009
false,1,Azure Service,AZQR,microsoft.cache,redis,MonitoringAndAlerting,Redis should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-monitor-diagnostic-settings,redis-001
true,0,Azure Service,AZQR,Microsoft.Cache,Redis,Security,Redis should not enable non SSL ports,High,Redis should not enable non SSL ports,https://learn.microsoft.com/azure/azure-cache-for-redis/cache-network-isolation,redis-008
false,1,Azure Service,APRL,Microsoft.Cache,Redis,HighAvailability,Enable zone redundancy for Azure Cache for Redis,High,"Azure Cache for Redis offers zone redundancy in Premium and Enterprise tiers, using VMs across multiple Availability Zones to ensure greater resilience and availability.
",https://learn.microsoft.com/azure/azure-cache-for-redis/cache-how-to-zone-redundancy,5a44bd30-ae6a-4b81-9b68-dc3a8ffca4d8
N/A,0,Azure Service,APRL,Microsoft.Storage,storageAccounts,Scalability,Consider upgrading legacy storage accounts to v2 storage accounts,Low,"General-purpose v2 accounts are recommended for most storage scenarios offering the latest features or the lowest per-gigabyte pricing. Legacy accounts like Standard general-purpose v1 and Blob Storage aren't advised by Microsoft but may fit specific scenarios.
",https://learn.microsoft.com/azure/storage/common/storage-account-upgrade,2ad78dec-5a4d-4a30-8fd1-8584335ad781
N/A,0,Azure Service,AZQR,Microsoft.Storage,storageAccounts,Security,Storage Account should use HTTPS only,High,Storage Account should require secure transfer (HTTPS) to ensure all data transfers are encrypted in transit.,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
N/A,0,Azure Service,AZQR,Microsoft.Storage,storageAccounts,Security,Storage Account should enforce TLS >= 1.2,Low,Storage Account should enforce minimum TLS version 1.2 to ensure secure communications using modern encryption protocols.,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
N/A,0,Azure Service,APRL,Microsoft.Storage,storageAccounts,HighAvailability,Ensure that storage accounts are zone or region redundant,High,"Redundancy ensures storage accounts meet availability and durability targets amidst failures, weighing lower costs against higher availability. Locally redundant storage offers the least durability at the lowest cost.
",https://learn.microsoft.com/azure/storage/common/storage-redundancy,e6c7e1cc-2f47-264d-aa50-1da421314472
N/A,0,Azure Service,AZQR,microsoft.storage,storageaccounts,MonitoringAndAlerting,Storage should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
N/A,0,Azure Service,AZQR,Microsoft.Storage,storageAccounts,DisasterRecovery,Storage Account should have immutable storage versioning enabled,Low,Storage Account should have immutable storage with versioning enabled to protect against accidental or malicious data deletion or modification.,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
N/A,0,Azure Service,AZQR,Microsoft.Synapse,workspaces,Security,Azure Synapse Workspace should establish network segmentation boundaries,High,Azure Synapse Workspace should have managed virtual network enabled to establish proper network segmentation boundaries.,https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-synapse-analytics-security-baseline?toc=%2Fazure%2Fsynapse-analytics%2Ftoc.json,synw-006
N/A,0,Azure Service,AZQR,microsoft.synapse,workspaces,MonitoringAndAlerting,Azure Synapse Workspace should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/data-factory/monitor-configure-diagnostics,synw-001
N/A,0,Azure Service,AZQR,Microsoft.Synapse,workspaces,Security,Azure Synapse Workspace should disable public network access,High,Azure Synapse Workspace should have public network access disabled to prevent unauthorized access from the internet.,https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-synapse-analytics-security-baseline?toc=%2Fazure%2Fsynapse-analytics%2Ftoc.json,synw-007
N/A,0,Azure Service,AZQR,Microsoft.Synapse,workspaces,Security,Azure Synapse Workspace should have private endpoints enabled,High,Azure Synapse Workspace should have private endpoints configured to secure access and prevent exposure to the public internet.,https://learn.microsoft.com/en-us/azure/synapse-analytics/security/synapse-workspace-managed-private-endpoints,synw-002
N/A,0,Azure Service,APRL,Microsoft.Network,virtualHubs,ServiceUpgradeAndRetirement,Migrate from Basic to Standard Virtual WAN,High,"Basic SKU is not recommended for critical workloads. Standard SKU provides important features Inter-hub and VNet-to-VNet transiting through the virtual hub, ExpressRoute, VPN and Point-to-Site Gateways, ability to deploy Azure Firewalls and NVAs.
",https://learn.microsoft.com/azure/virtual-wan/upgrade-virtual-wan,f29e56a1-6a80-4295-a663-1cce0ea2b10a
N/A,0,Azure Service,APRL,Microsoft.Network,virtualHubs,MonitoringAndAlerting,Monitor health for v-Hubs,Medium,"Set up monitoring and alerts for v-Hubs. Create alert rule for ensuring promptly response to changes in BGP status and Data processed by v-Hubs.
",https://learn.microsoft.com/azure/virtual-wan/monitoring-best-practices#virtual-hub,30ec8a5e-46de-4323-87e9-a7c56b72813b
N/A,0,Azure Service,AZQR,Microsoft.CognitiveServices,accounts,Security,Service should have private endpoints enabled,High,Service should have private endpoints enabled,https://learn.microsoft.com/azure/ai-services/cognitive-services-virtual-networks,aif-004
N/A,0,Azure Service,AZQR,Microsoft.CognitiveServices,accounts,Security,Service should have local authentication disabled,Medium,Service should have local authentication disabled,https://learn.microsoft.com/azure/ai-services/disable-local-auth,aif-008
N/A,0,Azure Service,AZQR,microsoft.cognitiveservices,accounts,MonitoringAndAlerting,Service should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/event-hubs/monitor-event-hubs#collection-and-routing,aif-001
N/A,0,Azure Service,APRL,Microsoft.AAD,domainServices,HighAvailability,Use replica sets for resiliency or geolocation in Microsoft Entra Domain Services,High,"To improve the resiliency of a Microsoft Entra Domain Services managed domain, or deploy to additional geographic locations close to your applications, you can use replica sets.
You can add a replica set to any peered virtual network in any Azure region that supports Domain Services.
",https://learn.microsoft.com/entra/identity/domain-services/tutorial-create-replica-set,a3058909-fcf8-4450-88b5-499f57449178
N/A,0,Azure Service,APRL,Microsoft.AAD,domainServices,HighAvailability,Use at least the Enterprise SKU,High,"You need to use a minimum of Enterprise SKU for your managed domain to support replica sets.
",https://learn.microsoft.com/entra/identity/domain-services/tutorial-create-replica-set,bb6deb9d-24fa-4ee8-bc23-ac3ebc7fdf8e
N/A,0,Azure Service,AOR,Microsoft.Network,natGateways,Governance,NAT Gateways not attached to any subnet,Medium,"NAT Gateways not attached to any subnet.
",https://learn.microsoft.com/azure/nat-gateway/nat-overview,5c6d7e8f-9a0b-1c2d-3e4f-5a6b7c8d9e0f
N/A,0,Azure Service,AZQR,microsoft.network,natgateways,MonitoringAndAlerting,NAT Gateway should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/nat-gateway/nat-metrics,ng-001
N/A,0,Azure Service,APRL,Microsoft.Sql,servers,HighAvailability,Enable zone redundancy for Azure SQL Database to achieve high availability and resiliency,High,"By default, Azure SQL Database premium tier provisions multiple copies within the same region. For geo redundancy, databases can be set as Zone Redundant, distributing copies across Azure Availability Zones to maintain availability during regional outages.
",https://learn.microsoft.com/azure/azure-sql/database/high-availability-sla,c0085c32-84c0-c247-bfa9-e70977cbf108
N/A,0,Azure Service,AZQR,microsoft.sql,servers,MonitoringAndAlerting,SQL Database should have diagnostic settings enabled,Low,,,sqldb-001
N/A,0,Azure Service,APRL,Microsoft.Sql,managedInstances,DisasterRecovery,Use Zone-redundant or Geo-zone-redundant Backup storage redundancy,High,"Configuring zone redundancy option for backups copies your backup file synchronously across three Azure availability zones in the primary region. If Geo is selected, then it copies your data asynchronously three times to a single physical location in the paired secondary region.
",https://learn.microsoft.com/azure/azure-sql/managed-instance/automated-backups-overview?view=azuresql-mi&preserve-view=true#backup-storage-redundancy,15e2712c-f3ea-4a8d-9081-11e822b1ccfb
N/A,0,Azure Service,APRL,Microsoft.Sql,managedInstances,Scalability,Use Redirect connection type to accelerate application access,Medium,"Redirect mode enables direct connectivity to the instance bypassing the local gateway component and resulting in improved latency and throughput. Redirect mode applies to the VNet-local endpoint only, while the public and private endpoint will always operate in Proxy connection mode.
",https://learn.microsoft.com/azure/azure-sql/managed-instance/connection-types-overview?view=azuresql#connection-types,c14de326-2729-4be7-a91f-4ea185d24b10
N/A,0,Azure Service,APRL,Microsoft.Sql,managedInstances,HighAvailability,Enable zone redundancy for Azure SQL Managed Instance to improve high availability and resiliency,High,"Azure SQL Managed Instance offers built-in availability by deploying multiple replicas in the same zone. For higher availability, use a zone-redundant configuration that spreads replicas across three Azure availability zones, each with independent power, cooling, and networking.
",https://learn.microsoft.com/azure/azure-sql/managed-instance/high-availability-sla-local-zone-redundancy?view=azuresql-mi#zone-redundant-availability,f8f834a9-c761-4e84-b2cb-ac55494d0c37
N/A,0,Azure Service,AOR,Microsoft.Network,ddosProtectionPlans,Governance,DDoS protection without protected resources,Medium,"DDoS protection without protected resources.
",https://learn.microsoft.com/en-us/azure/ddos-protection/ddos-protection-overview,0b1c2d3e-4f5a-6b7c-8d9e-0f1a2b3c4d5e
N/A,0,Azure Service,APRL,Microsoft.Search,searchServices,HighAvailability,Enable AZ support in AI Search by configuring multiple replicas to your search service,High,"Availability zones are used when adding multiple replicas to your search service. Each replica is assigned to a different zone in the region. If there are more replicas than zones, they are distributed as evenly as possible across the available zones.
",https://learn.microsoft.com/azure/search/search-reliability#availability-zone-support,b376281d-bfec-4695-8f90-9a44544fdfa4
N/A,0,Azure Service,AZQR,Microsoft.Search,searchServices,Security,Azure AI Search should disable public network access,High,Azure AI Search should disable public network access,https://learn.microsoft.com/azure/search/service-configure-firewall,srch-004
N/A,0,Azure Service,AZQR,Microsoft.Search,searchServices,Security,Azure AI Search should have private enpoints enabled,High,Azure AI Search should have private enpoints enabled,https://learn.microsoft.com/azure/search/service-create-private-endpoint,srch-005
N/A,0,Azure Service,AZQR,microsoft.search,searchservices,MonitoringAndAlerting,Azure AI Search should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/search/search-monitor-enable-logging,srch-006
N/A,0,Azure Service,AZQR,microsoft.analysisservices,servers,MonitoringAndAlerting,Azure Analysis Service should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/analysis-services/analysis-services-logging,as-001
N/A,0,Azure Service,APRL,Microsoft.Network,ExpressRoutePorts,HighAvailability,The Admin State of both Links of an ExpressRoute Direct should be in Enabled state,High,"In Azure ExpressRoute Direct, the ""Admin State"" indicates the administrative status of layer 1 links, showing if a link is enabled or disabled, effectively turning the physical port on or off.
",https://learn.microsoft.com/azure/expressroute/expressroute-howto-erdirect#state,60077378-7cb1-4b35-89bb-393884d9921d
N/A,0,Azure Service,APRL,Microsoft.Network,ExpressRoutePorts,Scalability,Ensure ExpressRoute Direct is not over-subscribed,Medium,"Provisioning ExpressRoute circuits on a 10-Gbps or 100-Gbps ExpressRoute Direct resource up to 20-Gbps or 200-Gbps is possible but not recommended for resiliency. If an ExpressRoute Direct port fails, and circuits are using full capacity, the remaining port won't handle the extra load.
",https://learn.microsoft.com/azure/expressroute/expressroute-erdirect-about?source=recommendations#circuit-sizes,0bee356b-7348-4799-8cab-0c71ffe13018
N/A,0,Azure Service,APRL,Microsoft.Devices,IotHubs,HighAvailability,Do not use free tier,High,"In a production scenario, the IoT Hub tier should not be Free because the Free tier does not provide the necessary Service Level Agreement.
",https://learn.microsoft.com/azure/iot-hub/iot-hub-scaling,eeba3a49-fef0-481f-a471-7ff01139b474
N/A,0,Azure Service,APRL,Microsoft.Devices,IotHubs,Scalability,Use Device Provisioning Service,High,"Device Provisioning Service (DPS) enables easy redistribution of IoT devices for scaling and availability, allowing devices to be reassigned and not bound to specific IoT Hub instances. Devices in IoT Hubs using DPS should be verified for DPS utilization.
",https://learn.microsoft.com/azure/iot-dps/concepts-service,b1e1378d-4572-4414-bebd-b8872a6d4d1c
N/A,0,Azure Service,APRL,Microsoft.Devices,IotHubs,MonitoringAndAlerting,Disabled Fallback Route,Low,"Using message routing for custom endpoints in IoT Hub, messages might not reach these destinations if specific conditions are unmet. A default route ensures all messages are received, but disabling this safety net risks leaving some messages undelivered.
",https://learn.microsoft.com/azure/iot-hub/iot-hub-devguide-messages-d2c#fallback-route,e7dbd21f-b27a-4b8c-a901-cedb1e6d8e1e
N/A,0,Azure Service,AOR,Microsoft.Network,networkInterfaces,Governance,Network Interfaces not attached to any resource,Medium,"Network Interfaces not attached to any resource.
",https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/private-ip-addresses,6f7a8b9c-0d1e-2f3a-4b5c-6d7e8f9a0b1c
N/A,0,Azure Service,APRL,Microsoft.Network,p2sVpnGateways,MonitoringAndAlerting,Monitor health for v-Hub's Point-to-Site VPN gateways,High,"Set up monitoring and alerts for Point-to-Site VPN gateways. Create alert rule for ensuring promptly response to critical events such as Gateway over utilization, connection count limits and User VPN route limits. Mission Critical workloads should use dual ExpressRoutes instead of VPN.
",https://learn.microsoft.com/azure/virtual-wan/monitoring-best-practices#point-to-site-vpn-gateway,fd43ea32-2ccf-49a8-ada4-9a78794e3ff1
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,Scalability,Deploy VMSS with Flex orchestration mode instead of Uniform,Medium,"Deploying even single instance VMs into a scale set with Flexible orchestration mode future-proofs applications for scaling and availability. This mode guarantees high availability (up to 1000 VMs) by distributing VMs across fault domains in a region or within an Availability Zone.
",https://learn.microsoft.com/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-design-overview#when-to-use-scale-sets-instead-of-virtual-machines,e7495e1c-0c75-0946-b266-b429b5c7f3bf
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,HighAvailability,Deploy VMSS across availability zones with VMSS Flex,High,"When creating VMSS, implement availability zones as a protection measure for your applications and data against the rare event of datacenter failure.
",https://learn.microsoft.com/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-use-availability-zones,1422c567-782c-7148-ac7c-5fc14cf45adc
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,HighAvailability,Enable Automatic Repair Policy on Azure Virtual Machine Scale Sets,High,"Enabling automatic instance repairs in Azure Virtual Machine Scale Sets enhances application availability through a continuous health check and maintenance process.
",https://learn.microsoft.com/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-automatic-instance-repairs#requirements-for-using-automatic-instance-repairs,820f4743-1f94-e946-ae0b-45efafd87962
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,MonitoringAndAlerting,Enable Azure Virtual Machine Scale Set Application Health Monitoring,Medium,"Monitoring application health in Azure Virtual Machine Scale Sets is crucial for deployment management. It supports rolling upgrades such as automatic OS-image upgrades and VM guest patching, leveraging health monitoring for upgrading.
",https://learn.microsoft.com/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-health-extension?tabs=rest-api,94794d2a-eff0-2345-9b67-6f9349d0a627
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,Scalability,Configure VMSS Autoscale to custom and configure the scaling metrics,High,"Use custom autoscale for VMSS based on metrics and schedules to improve performance and cost effectiveness, adjusting instances as demand changes.
",https://learn.microsoft.com/azure/azure-monitor/autoscale/autoscale-get-started?WT.mc_id=Portal-Microsoft_Azure_Monitoring,ee66ff65-9aa3-2345-93c1-25827cf79f44
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,HighAvailability,Disable Force strictly even balance across zones to avoid scale in and out fail attempts,High,"Microsoft advises disabling strictly even VM instance distribution across Availability Zones in VMSS to improve scalability and flexibility, noting that uneven distribution may better serve application load demands despite the potential trade-off in resilience.
",https://learn.microsoft.com/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-scale-in-policy,b5a63aa0-c58e-244f-b8a6-cbba0560a6db
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,Scalability,Enable Predictive autoscale and configure at least for Forecast Only,Low,"Predictive autoscale utilizes machine learning to efficiently manage and scale Azure Virtual Machine Scale Sets by forecasting CPU load through historical usage analysis, ensuring timely scale-out to meet demand.
",https://learn.microsoft.com/azure/azure-monitor/autoscale/autoscale-predictive,3f85a51c-e286-9f44-b4dc-51d00768696c
N/A,0,Azure Service,APRL,Microsoft.Compute,virtualMachineScaleSets,Scalability,Use Ephemeral OS Disks for AKS VMSS Node Pools,Medium,"Ephemeral OS disks on AKS offer lower read/write latency due to local attachment, eliminating the need for replication seen with managed disks. This enhances performance and speeds up cluster operations such as scaling or upgrading due to quicker re-imaging and boot times.
",https://learn.microsoft.com/azure/aks/concepts-storage#ephemeral-os-disk,a7bfcc18-b0d8-4d37-81f3-8131ed8bead5
N/A,0,Azure Service,AZQR,Microsoft.SignalRService,webPubSub,Security,Web Pub Sub should have private endpoints enabled,High,Web Pub Sub should have private endpoints enabled,https://learn.microsoft.com/azure/azure-web-pubsub/howto-secure-private-endpoints,wps-004
N/A,0,Azure Service,AZQR,Microsoft.SignalRService,webPubSub,HighAvailability,Web Pub Sub should have availability zones enabled,High,Web Pub Sub should have availability zones enabled,https://learn.microsoft.com/azure/azure-web-pubsub/concept-availability-zones,wps-002
N/A,0,Azure Service,AZQR,microsoft.signalrservice,webpubsub,MonitoringAndAlerting,Web Pub Sub should have diagnostic settings enabled,Low,,https://learn.microsoft.com/en-us/azure/azure-web-pubsub/howto-troubleshoot-resource-logs,wps-001
N/A,0,Azure Service,AOR,Microsoft.Resources,resourceGroups,Governance,Resource Groups without resources,Medium,"Resource Groups without resources.
",https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/overview,1c2d3e4f-5a6b-7c8d-9e0f-1a2b3c4d5e6f
